,City,State,Country,location
4793,NiagaraFfalls,ON,Canada,"NiagaraFfalls,ON,Canada"
4794,Grand Prairie,TX,USA,"Grand Prairie,TX,USA"
4795,Ottawa,ON,Canada,"Ottawa,ON,Canada"
4796,Pewaukee,WI,USA,"Pewaukee,WI,USA"
4797,Duntroon (Canada),ON,Canada,"Duntroon (Canada),ON,Canada"
4798,Avella,PA,USA,"Avella,PA,USA"
4799,Glendon,PA,USA,"Glendon,PA,USA"
4800,Tacoma,WA,USA,"Tacoma,WA,USA"
4801,Millerton,PA,USA,"Millerton,PA,USA"
4802,East Longmeadow,MA,USA,"East Longmeadow,MA,USA"
4803,Pequot Lakes,MN,USA,"Pequot Lakes,MN,USA"
4804,Milford,CT,USA,"Milford,CT,USA"
4805,Watertown,NY,USA,"Watertown,NY,USA"
4806,Dublin (Ireland),,Ireland,"Dublin (Ireland),Ireland"
4807,Island Pond,VT,USA,"Island Pond,VT,USA"
4808,North Charleston,SC,USA,"North Charleston,SC,USA"
4809,Bloomingdale,NJ,USA,"Bloomingdale,NJ,USA"
4810,Forest Hill,MD,USA,"Forest Hill,MD,USA"
4811,San Rafael,CA,USA,"San Rafael,CA,USA"
4812,Renton,WA,USA,"Renton,WA,USA"
4813,Ewing,NJ,USA,"Ewing,NJ,USA"
4814,Lincoln City,OR,USA,"Lincoln City,OR,USA"
4815,Sycamore,IL,USA,"Sycamore,IL,USA"
4816,Alpine,TX,USA,"Alpine,TX,USA"
4817,Belvedere,IL,USA,"Belvedere,IL,USA"
4818,New Braunfels,TX,USA,"New Braunfels,TX,USA"
4819,Oshawa (Canada),ON,Canada,"Oshawa (Canada),ON,Canada"
4820,Jackson,MI,USA,"Jackson,MI,USA"
4821,Wolcott,CT,USA,"Wolcott,CT,USA"
4822,East Berlin,PA,USA,"East Berlin,PA,USA"
4823,North Palm Beach,FL,USA,"North Palm Beach,FL,USA"
4824,Hamilton (Canada),ON,Canada,"Hamilton (Canada),ON,Canada"
4825,Payson,IL,USA,"Payson,IL,USA"
4826,Payson,IL,USA,"Payson,IL,USA"
4827,Orangeville,ON,Canada,"Orangeville,ON,Canada"
4828,Maple Hts,OH,USA,"Maple Hts,OH,USA"
4829,Grand Junction,CO,USA,"Grand Junction,CO,USA"
4830,New York City (Brooklyn),NY,USA,"New York City (Brooklyn),NY,USA"
4831,Austin,TX,USA,"Austin,TX,USA"
4832,Welland (Canada),ON,Canada,"Welland (Canada),ON,Canada"
4833,Youngstown,OH,USA,"Youngstown,OH,USA"
4834,Mesa,AZ,USA,"Mesa,AZ,USA"
4835,Westerly,RI,USA,"Westerly,RI,USA"
4836,Choctaw,OK,USA,"Choctaw,OK,USA"
4837,Eagle Mountain,UT,USA,"Eagle Mountain,UT,USA"
4838,Dandridge,TN,USA,"Dandridge,TN,USA"
4839,Pittsburg,MO,USA,"Pittsburg,MO,USA"
4840,Sullivan,MO,USA,"Sullivan,MO,USA"
4841,Saskatoon,SK,Canada,"Saskatoon,SK,Canada"
4842,Ocean Springs,MS,USA,"Ocean Springs,MS,USA"
4843,Sioux Falls,SD,USA,"Sioux Falls,SD,USA"
4844,Pine City,NY,USA,"Pine City,NY,USA"
4845,McKenna,WA,USA,"McKenna,WA,USA"
4846,Rockport,MA,USA,"Rockport,MA,USA"
4847,Amelia,OH,USA,"Amelia,OH,USA"
4848,San Antonio,TX,USA,"San Antonio,TX,USA"
4849,St. Paul,MN,USA,"St. Paul,MN,USA"
4850,Marlton,NJ,USA,"Marlton,NJ,USA"
4851,Sedalia,MO,USA,"Sedalia,MO,USA"
4852,Bel Air,MD,USA,"Bel Air,MD,USA"
4853,Garrettsville,OH,USA,"Garrettsville,OH,USA"
4854,Rekhasim (Israel),,Israel,"Rekhasim (Israel),Israel"
4855,Clarksville,TN,USA,"Clarksville,TN,USA"
4856,Hilliard,OH,USA,"Hilliard,OH,USA"
4857,North Myrtle Beach,SC,USA,"North Myrtle Beach,SC,USA"
4858,Marysville,OH,USA,"Marysville,OH,USA"
4859,Long Beach Island,NJ,USA,"Long Beach Island,NJ,USA"
4860,Phillipsburg,NJ,USA,"Phillipsburg,NJ,USA"
4861,Riverside,CA,USA,"Riverside,CA,USA"
4862,Dalmatia,PA,USA,"Dalmatia,PA,USA"
4863,Cuenca (Ecuador),,Ecuador,"Cuenca (Ecuador),Ecuador"
4864,Edmonton (Canada),AB,Canada,"Edmonton (Canada),AB,Canada"
4865,New Franken,WI,USA,"New Franken,WI,USA"
4866,Winnipegosis (Canada),MB,Canada,"Winnipegosis (Canada),MB,Canada"
4867,Indialantic,FL,USA,"Indialantic,FL,USA"
4868,Indianapolis,IN,USA,"Indianapolis,IN,USA"
4869,Ashland,OH,USA,"Ashland,OH,USA"
4870,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
4871,Irmo,SC,USA,"Irmo,SC,USA"
4872,Forest Grove,OR,USA,"Forest Grove,OR,USA"
4873,Berlin,CT,USA,"Berlin,CT,USA"
4874,Gardner,MA,USA,"Gardner,MA,USA"
4875,Provo,UT,USA,"Provo,UT,USA"
4876,Edmonton (Canada),AB,Canada,"Edmonton (Canada),AB,Canada"
4877,Clifton,NJ,USA,"Clifton,NJ,USA"
4878,Ellsworth,ME,USA,"Ellsworth,ME,USA"
4879,Ft. Wayne,IN,USA,"Ft. Wayne,IN,USA"
4880,Roseneath (Canada),ON,Canada,"Roseneath (Canada),ON,Canada"
4881,Southampton,NY,USA,"Southampton,NY,USA"
4882,River Ridge,LA,USA,"River Ridge,LA,USA"
4883,Fayetteville,AR,USA,"Fayetteville,AR,USA"
4884,Orange,MA,USA,"Orange,MA,USA"
4885,Loudon,NH,USA,"Loudon,NH,USA"
4886,Tremonton,UT,USA,"Tremonton,UT,USA"
4887,New York,NY,USA,"New York,NY,USA"
4888,Glendora,CA,USA,"Glendora,CA,USA"
4889,Pawtucket,RI,USA,"Pawtucket,RI,USA"
4890,Fayetteville,AR,USA,"Fayetteville,AR,USA"
4891,Leavenworth,KS,USA,"Leavenworth,KS,USA"
4892,Northbrook,IL,USA,"Northbrook,IL,USA"
4893,McMinnville,OR,USA,"McMinnville,OR,USA"
4894,Windham,NH,USA,"Windham,NH,USA"
4895,California,CA,USA,"California,CA,USA"
4896,Herriman,UT,USA,"Herriman,UT,USA"
4897,Pittsfield,NH,USA,"Pittsfield,NH,USA"
4898,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
4899,Mt. Vernon,IN,USA,"Mt. Vernon,IN,USA"
4900,Lehi,UT,USA,"Lehi,UT,USA"
4901,Bothell,WA,USA,"Bothell,WA,USA"
4902,Temecula,CA,USA,"Temecula,CA,USA"
4903,Myrtle Point,OR,USA,"Myrtle Point,OR,USA"
4904,Altoona,PA,USA,"Altoona,PA,USA"
4905,Tacoma,WA,USA,"Tacoma,WA,USA"
4906,Littlestown,PA,USA,"Littlestown,PA,USA"
4907,Lincoln City,OR,USA,"Lincoln City,OR,USA"
4908,Arlington,TX,USA,"Arlington,TX,USA"
4909,North Brunswick,NJ,USA,"North Brunswick,NJ,USA"
4910,Beaverton,OR,USA,"Beaverton,OR,USA"
4911,Killeen,TX,USA,"Killeen,TX,USA"
4912,Lowell,MA,USA,"Lowell,MA,USA"
4913,Norwalk,CT,USA,"Norwalk,CT,USA"
4914,Bridgeport,CT,USA,"Bridgeport,CT,USA"
4915,Newberg,OR,USA,"Newberg,OR,USA"
4916,Aliquippa,PA,USA,"Aliquippa,PA,USA"
4917,Corona,CA,USA,"Corona,CA,USA"
4918,Litchfield,NH,USA,"Litchfield,NH,USA"
4919,Mesquite,TX,USA,"Mesquite,TX,USA"
4920,Reading,PA,USA,"Reading,PA,USA"
4921,Portage,IN,USA,"Portage,IN,USA"
4922,LITTLE ROCK,AR,USA,"LITTLE ROCK,AR,USA"
4923,London (Canada),ON,Canada,"London (Canada),ON,Canada"
4924,Pacific City,OR,USA,"Pacific City,OR,USA"
4925,Pueblo West,CO,USA,"Pueblo West,CO,USA"
4926,Arlington,WA,USA,"Arlington,WA,USA"
4927,Poway,CA,USA,"Poway,CA,USA"
4928,Staten Island NY,NY,USA,"Staten Island NY,NY,USA"
4929,Kearns,UT,USA,"Kearns,UT,USA"
4930,Ellerbe,NC,USA,"Ellerbe,NC,USA"
4931,Firestone,CO,USA,"Firestone,CO,USA"
4932,Riverdale Park,MD,USA,"Riverdale Park,MD,USA"
4933,Morton Grove,IL,USA,"Morton Grove,IL,USA"
4934,Astoria,NY,USA,"Astoria,NY,USA"
4935,,MO,USA,"MO,USA"
4936,Trafford,PA,USA,"Trafford,PA,USA"
4937,Liberty lake,WA,USA,"Liberty lake,WA,USA"
4938,Portage la prairie,MB,USA,"Portage la prairie,MB,USA"
4939,Spokane,WA,USA,"Spokane,WA,USA"
4940,Litchfield,NH,USA,"Litchfield,NH,USA"
4941,Holyoke,MA,USA,"Holyoke,MA,USA"
4942,Yankton,SD,USA,"Yankton,SD,USA"
4943,Lexington,KY,USA,"Lexington,KY,USA"
4944,Spanaway,WA,USA,"Spanaway,WA,USA"
4945,Hood River,OR,USA,"Hood River,OR,USA"
4946,Ogunquit,ME,USA,"Ogunquit,ME,USA"
4947,Buffalo,NY,USA,"Buffalo,NY,USA"
4948,Manassas,VA,USA,"Manassas,VA,USA"
4949,Kansas City,KS,USA,"Kansas City,KS,USA"
4950,Olympia,WA,USA,"Olympia,WA,USA"
4951,Furlong,PA,USA,"Furlong,PA,USA"
4952,Fairdealing,KY,USA,"Fairdealing,KY,USA"
4953,Sennen,Cornwall,USA,"Sennen,Cornwall,USA"
4954,Birmingham,MI,USA,"Birmingham,MI,USA"
4955,Madison Heights,MI,USA,"Madison Heights,MI,USA"
4956,Leander,TX,USA,"Leander,TX,USA"
4957,Calgary,AB,Canada,"Calgary,AB,Canada"
4958,Sherbrooke (Canada),QC,Canada,"Sherbrooke (Canada),QC,Canada"
4959,Windham,OH,USA,"Windham,OH,USA"
4960,Waynesboro,PA,USA,"Waynesboro,PA,USA"
4961,Walla Walla,WA,USA,"Walla Walla,WA,USA"
4962,Hollow Rock,TN,USA,"Hollow Rock,TN,USA"
4963,Hauser Lake,ID,USA,"Hauser Lake,ID,USA"
4964,Bangor,ME,USA,"Bangor,ME,USA"
4965,Litchfield,NH,USA,"Litchfield,NH,USA"
4966,Anchorage Ak,AK,USA,"Anchorage Ak,AK,USA"
4967,Mount Pleasant,UT,USA,"Mount Pleasant,UT,USA"
4968,Whitmore Lake,MI,USA,"Whitmore Lake,MI,USA"
4969,Chicago,IL,USA,"Chicago,IL,USA"
4970,Johns Creek,GA,USA,"Johns Creek,GA,USA"
4971,Lethbridge (Canada),AB,Canada,"Lethbridge (Canada),AB,Canada"
4972,Tinley Park,IL,USA,"Tinley Park,IL,USA"
4973,Duluth,GA,USA,"Duluth,GA,USA"
4974,Acton,CA,USA,"Acton,CA,USA"
4975,Middletown,CT,USA,"Middletown,CT,USA"
4976,Anchorage,AK,USA,"Anchorage,AK,USA"
4977,Sanford,ME,USA,"Sanford,ME,USA"
4978,Fayetteville,NC,USA,"Fayetteville,NC,USA"
4979,Reisterstown,MD,USA,"Reisterstown,MD,USA"
4980,Isle of Palms,SC,USA,"Isle of Palms,SC,USA"
4981,Utica,NY,USA,"Utica,NY,USA"
4982,Satellite Beach,FL,USA,"Satellite Beach,FL,USA"
4983,Covington,LA,USA,"Covington,LA,USA"
4984,West Fenwick Island,DE,USA,"West Fenwick Island,DE,USA"
4985,Argyle,NY,USA,"Argyle,NY,USA"
4986,Pawleys Island,SC,USA,"Pawleys Island,SC,USA"
4987,Selbyville,DE,USA,"Selbyville,DE,USA"
4988,Sandusky,OH,USA,"Sandusky,OH,USA"
4989,Murrells Inlet,SC,USA,"Murrells Inlet,SC,USA"
4990,Charlestown,NH,USA,"Charlestown,NH,USA"
4991,Spokane,WA,USA,"Spokane,WA,USA"
4992,San Antonio,TX,USA,"San Antonio,TX,USA"
4993,Knoxville,IA,USA,"Knoxville,IA,USA"
4994,Cincinnati,OH,USA,"Cincinnati,OH,USA"
4995,Flushing,NY,USA,"Flushing,NY,USA"
4996,Norfolk,NE,USA,"Norfolk,NE,USA"
4997,Lewes,DE,USA,"Lewes,DE,USA"
4998,Dearborn,IN,USA,"Dearborn,IN,USA"
4999,Titusville,FL,USA,"Titusville,FL,USA"
5000,Topock,AZ,USA,"Topock,AZ,USA"
5001,Mountlake Terrace,WA,USA,"Mountlake Terrace,WA,USA"
5002,Anchorage,AK,USA,"Anchorage,AK,USA"
5003,Ilkeston,Derbyshire,United Kingdom,"Ilkeston,Derbyshire,United Kingdom"
5004,Coralville,IA,USA,"Coralville,IA,USA"
5005,Jenkins,KY,USA,"Jenkins,KY,USA"
5006,Salisbury,NC,USA,"Salisbury,NC,USA"
5007,Centerville,PA,USA,"Centerville,PA,USA"
5008,Kenner,LA,USA,"Kenner,LA,USA"
5009,Grantsville,MD,USA,"Grantsville,MD,USA"
5010,Abiquiu,NM,USA,"Abiquiu,NM,USA"
5011,"Albuquerque (?) (""Abiquiu"")",NM,USA,"Albuquerque (?) (""Abiquiu""),NM,USA"
5012,Jackson,TN,USA,"Jackson,TN,USA"
5013,Guelph (Canada),ON,Canada,"Guelph (Canada),ON,Canada"
5014,Pompano Beach,FL,USA,"Pompano Beach,FL,USA"
5015,Fort Morgan,AL,USA,"Fort Morgan,AL,USA"
5016,Cambridge,OH,USA,"Cambridge,OH,USA"
5017,Cambridge,OH,USA,"Cambridge,OH,USA"
5018,North Myrtle Beach,SC,USA,"North Myrtle Beach,SC,USA"
5019,Des Moines,IA,USA,"Des Moines,IA,USA"
5020,Eugene,OR,USA,"Eugene,OR,USA"
5021,Topeka,KS,USA,"Topeka,KS,USA"
5022,Towson,MD,USA,"Towson,MD,USA"
5023,Holden Beach,NC,USA,"Holden Beach,NC,USA"
5024,Surfside Beach,SC,USA,"Surfside Beach,SC,USA"
5025,Huntsville,AL,USA,"Huntsville,AL,USA"
5026,Riverdale,GA,USA,"Riverdale,GA,USA"
5027,Sedalia,MO,USA,"Sedalia,MO,USA"
5028,Barnwell,SC,USA,"Barnwell,SC,USA"
5029,Northbrook,IL,USA,"Northbrook,IL,USA"
5030,St. Louis,MO,USA,"St. Louis,MO,USA"
5031,Wheatfield,IN,USA,"Wheatfield,IN,USA"
5032,Lihue,HI,USA,"Lihue,HI,USA"
5033,Evansville,IN,USA,"Evansville,IN,USA"
5034,Glencoe,OK,USA,"Glencoe,OK,USA"
5035,N. Richland Hills,TX,USA,"N. Richland Hills,TX,USA"
5036,Everett,WA,USA,"Everett,WA,USA"
5037,Dallas,OR,USA,"Dallas,OR,USA"
5038,Willard,MO,USA,"Willard,MO,USA"
5039,Hartford,CT,USA,"Hartford,CT,USA"
5040,Crestview,FL,USA,"Crestview,FL,USA"
5041,College Park,MD,USA,"College Park,MD,USA"
5042,College Park,MD,USA,"College Park,MD,USA"
5043,College Park,MD,USA,"College Park,MD,USA"
5044,College Park,MD,USA,"College Park,MD,USA"
5045,Gulf Shores,AL,USA,"Gulf Shores,AL,USA"
5046,Beddington,ME,USA,"Beddington,ME,USA"
5047,Bethlehem,PA,USA,"Bethlehem,PA,USA"
5048,Smiths Falls (Canada),ON,Canada,"Smiths Falls (Canada),ON,Canada"
5049,Wilmington,,USA,"Wilmington,USA"
5050,Bayonne,NJ,USA,"Bayonne,NJ,USA"
5051,Bristow,VA,USA,"Bristow,VA,USA"
5052,Holland,MI,USA,"Holland,MI,USA"
5053,Nashville,TN,USA,"Nashville,TN,USA"
5054,Topeka,KS,USA,"Topeka,KS,USA"
5055,Augusta,GA,USA,"Augusta,GA,USA"
5056,Danville,KY,USA,"Danville,KY,USA"
5057,Salem,OR,USA,"Salem,OR,USA"
5058,Anacortes,WA,USA,"Anacortes,WA,USA"
5059,Walnut Creek,CA,USA,"Walnut Creek,CA,USA"
5060,Corinth,TX,USA,"Corinth,TX,USA"
5061,Brighton (UK/England),East Sussex,United Kingdom,"Brighton (UK/England),East Sussex,United Kingdom"
5062,Canton,OH,USA,"Canton,OH,USA"
5063,Epping,NH,USA,"Epping,NH,USA"
5064,Monroe,WA,USA,"Monroe,WA,USA"
5065,Superior,WI,USA,"Superior,WI,USA"
5066,Pawleys Island,SC,USA,"Pawleys Island,SC,USA"
5067,Marlton,NJ,USA,"Marlton,NJ,USA"
5068,Holt's Summit,MO,USA,"Holt's Summit,MO,USA"
5069,Yelm,WA,USA,"Yelm,WA,USA"
5070,Raymond,ME,USA,"Raymond,ME,USA"
5071,North Myrtle Beach,SC,USA,"North Myrtle Beach,SC,USA"
5072,Spring Valley,CA,USA,"Spring Valley,CA,USA"
5073,Van Nuys,CA,USA,"Van Nuys,CA,USA"
5074,Littlerock,CA,USA,"Littlerock,CA,USA"
5075,Wedgfield,FL,USA,"Wedgfield,FL,USA"
5076,Lynnwood,WA,USA,"Lynnwood,WA,USA"
5077,Bethel,AK,USA,"Bethel,AK,USA"
5078,Sunbury,PA,USA,"Sunbury,PA,USA"
5079,Pace,FL,USA,"Pace,FL,USA"
5080,Ear Falls (Canada),ON,Canada,"Ear Falls (Canada),ON,Canada"
5081,port angeles,WA,USA,"port angeles,WA,USA"
5082,Norman,OK,USA,"Norman,OK,USA"
5083,Alton,IL,USA,"Alton,IL,USA"
5084,Alexandria,VA,USA,"Alexandria,VA,USA"
5085,Alpine,UT,USA,"Alpine,UT,USA"
5086,Sacramento,CA,USA,"Sacramento,CA,USA"
5087,Oshawa (Canada),ON,Canada,"Oshawa (Canada),ON,Canada"
5088,Duluth,MN,USA,"Duluth,MN,USA"
5089,Pembroke Pines,FL,USA,"Pembroke Pines,FL,USA"
5090,Temple,GA,USA,"Temple,GA,USA"
5091,REEDY,WV,USA,"REEDY,WV,USA"
5092,Sardis,AR,USA,"Sardis,AR,USA"
5093,Clarksville,TN,USA,"Clarksville,TN,USA"
5094,Kenmore,WA,USA,"Kenmore,WA,USA"
5095,Naples,FL,USA,"Naples,FL,USA"
5096,Sioux City,IA,USA,"Sioux City,IA,USA"
5097,Myrtle Beach,SC,USA,"Myrtle Beach,SC,USA"
5098,Aventura,FL,USA,"Aventura,FL,USA"
5099,Blackwood,NJ,USA,"Blackwood,NJ,USA"
5100,Dixon,CA,USA,"Dixon,CA,USA"
5101,Guelph (Canada),ON,Canada,"Guelph (Canada),ON,Canada"
5102,Guelph,ON,Canada,"Guelph,ON,Canada"
5103,Prince George (Canada),BC,Canada,"Prince George (Canada),BC,Canada"
5104,Newport,OR,USA,"Newport,OR,USA"
5105,Centralia,WA,USA,"Centralia,WA,USA"
5106,Star Valley,AZ,USA,"Star Valley,AZ,USA"
5107,Athens,TN,USA,"Athens,TN,USA"
5108,Spokane,WA,USA,"Spokane,WA,USA"
5109,Quitman,GA,USA,"Quitman,GA,USA"
5110,Murrells Inlet,SC,USA,"Murrells Inlet,SC,USA"
5111,Richfield,OH,USA,"Richfield,OH,USA"
5112,Los Angeles,CA,USA,"Los Angeles,CA,USA"
5113,San Francisco,CA,USA,"San Francisco,CA,USA"
5114,East Durham,NY,USA,"East Durham,NY,USA"
5115,Hants County (Canada),NS,Canada,"Hants County (Canada),NS,Canada"
5116,Burlington,VT,USA,"Burlington,VT,USA"
5117,Fletcher Binghamville,VT,USA,"Fletcher Binghamville,VT,USA"
5118,(Switzerland),,Switzerland,"(Switzerland),Switzerland"
5119,Clay,NY,USA,"Clay,NY,USA"
5120,Seattle,WA,USA,"Seattle,WA,USA"
5121,San Francisco,CA,USA,"San Francisco,CA,USA"
5122,Princeton,MN,USA,"Princeton,MN,USA"
5123,Santa Monica,CA,USA,"Santa Monica,CA,USA"
5124,Colorado Springs,CO,USA,"Colorado Springs,CO,USA"
5125,New York,NY,USA,"New York,NY,USA"
5126,Payson,IL,USA,"Payson,IL,USA"
5127,Succor Creek State Park,OR,USA,"Succor Creek State Park,OR,USA"
5128,Schertz,TX,USA,"Schertz,TX,USA"
5129,Denver,CO,USA,"Denver,CO,USA"
5130,Briarcliff,TX,USA,"Briarcliff,TX,USA"
5131,Yuba city,CA,USA,"Yuba city,CA,USA"
5132,Davis,CA,USA,"Davis,CA,USA"
5133,Montesano,WA,USA,"Montesano,WA,USA"
5134,Rouyn-Noranda (Canada),QC,Canada,"Rouyn-Noranda (Canada),QC,Canada"
5135,San Rafael,CA,USA,"San Rafael,CA,USA"
5136,Rockwood,ME,USA,"Rockwood,ME,USA"
5137,Pickering (Canada),ON,Canada,"Pickering (Canada),ON,Canada"
5138,Burnet,TX,USA,"Burnet,TX,USA"
5139,Burnet,TX,USA,"Burnet,TX,USA"
5140,Merritt (Canada),BC,Canada,"Merritt (Canada),BC,Canada"
5141,Wyandotte,MI,USA,"Wyandotte,MI,USA"
5142,Spanaway,WA,USA,"Spanaway,WA,USA"
5143,Half Moon Bay,CA,USA,"Half Moon Bay,CA,USA"
5144,Pompano Beach,FL,USA,"Pompano Beach,FL,USA"
5145,South Windsor,CT,USA,"South Windsor,CT,USA"
5146,Hamilton Mill,GA,USA,"Hamilton Mill,GA,USA"
5147,Tempe,AZ,USA,"Tempe,AZ,USA"
5148,Winthrop,WA,USA,"Winthrop,WA,USA"
5149,Gatesville,TX,USA,"Gatesville,TX,USA"
5150,Kirbyville,MO,USA,"Kirbyville,MO,USA"
5151,Slippery Rock,PA,USA,"Slippery Rock,PA,USA"
5152,Galveston,TX,USA,"Galveston,TX,USA"
5153,Mobile,AL,USA,"Mobile,AL,USA"
5154,Piscataway,NJ,USA,"Piscataway,NJ,USA"
5155,My clemens,MI,USA,"My clemens,MI,USA"
5156,ALSIP,IL,USA,"ALSIP,IL,USA"
5157,Lewiston,ME,USA,"Lewiston,ME,USA"
5158,Greenwood,IN,USA,"Greenwood,IN,USA"
5159,Pearland,TX,USA,"Pearland,TX,USA"
5160,Mission (Canada),BC,Canada,"Mission (Canada),BC,Canada"
5161,North Providence,RI,USA,"North Providence,RI,USA"
5162,Shelton,WA,USA,"Shelton,WA,USA"
5163,Tenino,WA,USA,"Tenino,WA,USA"
5164,Belfast,ME,USA,"Belfast,ME,USA"
5165,Idaho Falls,ID,USA,"Idaho Falls,ID,USA"
5166,Kalispell,MT,USA,"Kalispell,MT,USA"
5167,Mojave,CA,USA,"Mojave,CA,USA"
5168,Hancock,NH,USA,"Hancock,NH,USA"
5169,Anacortes,WA,USA,"Anacortes,WA,USA"
5170,Kaslo (Canada),BC,Canada,"Kaslo (Canada),BC,Canada"
5171,Olalla,WA,USA,"Olalla,WA,USA"
5172,Myers Flat,CA,USA,"Myers Flat,CA,USA"
5173,Orillia (Canada),ON,Canada,"Orillia (Canada),ON,Canada"
5174,Virginia Beach,VA,USA,"Virginia Beach,VA,USA"
5175,Lester Prairie,MN,USA,"Lester Prairie,MN,USA"
5176,Seattle,WA,USA,"Seattle,WA,USA"
5177,Worcester,MA,USA,"Worcester,MA,USA"
5178,Twin Sister's Lakes,WA,USA,"Twin Sister's Lakes,WA,USA"
5179,Tillamook,OR,USA,"Tillamook,OR,USA"
5180,otego,NY,USA,"otego,NY,USA"
5181,Middlebury,VT,USA,"Middlebury,VT,USA"
5182,Orem,UT,USA,"Orem,UT,USA"
5183,Isla Morada,FL,USA,"Isla Morada,FL,USA"
5184,West Stockbridge,MA,USA,"West Stockbridge,MA,USA"
5185,Surabaya (Indonesia),,Indonesia,"Surabaya (Indonesia),Indonesia"
5186,Centennial,WY,USA,"Centennial,WY,USA"
5187,Pompton Lakes,NJ,USA,"Pompton Lakes,NJ,USA"
5188,Micanopy,FL,USA,"Micanopy,FL,USA"
5189,Oaklandon,IN,USA,"Oaklandon,IN,USA"
5190,Cambridge,OH,USA,"Cambridge,OH,USA"
5191,Canton,GA,USA,"Canton,GA,USA"
5192,Thunder Bay (Canada),ON,Canada,"Thunder Bay (Canada),ON,Canada"
5193,Colton,OR,USA,"Colton,OR,USA"
5194,Victoria (Canada),BC,Canada,"Victoria (Canada),BC,Canada"
5195,Oak Harbor,WA,USA,"Oak Harbor,WA,USA"
5196,Stanwood,WA,USA,"Stanwood,WA,USA"
5197,Clarksville,TN,USA,"Clarksville,TN,USA"
5198,Rochester,WA,USA,"Rochester,WA,USA"
5199,Lansing,MI,USA,"Lansing,MI,USA"
5200,Lansing,MI,USA,"Lansing,MI,USA"
5201,Oaklandon,IN,USA,"Oaklandon,IN,USA"
5202,Au Train (Forest Lake),MI,USA,"Au Train (Forest Lake),MI,USA"
5203,Renton,WA,USA,"Renton,WA,USA"
5204,Rumford,ME,USA,"Rumford,ME,USA"
5205,Ogden,UT,USA,"Ogden,UT,USA"
5206,Filer,ID,USA,"Filer,ID,USA"
5207,East Sandwich,MA,USA,"East Sandwich,MA,USA"
5208,Pine Grove,PA,USA,"Pine Grove,PA,USA"
5209,West Valley City,UT,USA,"West Valley City,UT,USA"
5210,Brampton (Canada),ON,Canada,"Brampton (Canada),ON,Canada"
5211,Kalispell,MT,USA,"Kalispell,MT,USA"
5212,Garden City,SC,USA,"Garden City,SC,USA"
5213,Garden City,SC,USA,"Garden City,SC,USA"
5214,Austin,TX,USA,"Austin,TX,USA"
5215,St. Louis,MO,USA,"St. Louis,MO,USA"
5216,Keizer,OR,USA,"Keizer,OR,USA"
5217,Tucson,AZ,USA,"Tucson,AZ,USA"
5218,Saint John,IN,USA,"Saint John,IN,USA"
5219,Labadie,MO,USA,"Labadie,MO,USA"
5220,North Las Vegas,NV,USA,"North Las Vegas,NV,USA"
5221,Denver,CO,USA,"Denver,CO,USA"
5222,Alburquerque,NM,USA,"Alburquerque,NM,USA"
5223,Wildwood,MO,USA,"Wildwood,MO,USA"
5224,Labadie,MO,USA,"Labadie,MO,USA"
5225,Boston,MA,USA,"Boston,MA,USA"
5226,Fayetteville,GA,USA,"Fayetteville,GA,USA"
5227,Rougemont,NC,USA,"Rougemont,NC,USA"
5228,Jackson,MI,USA,"Jackson,MI,USA"
5229,Oslo (Norway),,Norway,"Oslo (Norway),Norway"
5230,Deer Park,TX,USA,"Deer Park,TX,USA"
5231,Toledo,OH,USA,"Toledo,OH,USA"
5232,Toccoa,GA,USA,"Toccoa,GA,USA"
5233,Boiling Springs,PA,USA,"Boiling Springs,PA,USA"
5234,Conway,SC,USA,"Conway,SC,USA"
5235,Valley City,ND,USA,"Valley City,ND,USA"
5236,Hazleton,PA,USA,"Hazleton,PA,USA"
5237,El Paso,TX,USA,"El Paso,TX,USA"
5238,Liverpool (UK/England),,United Kingdom,"Liverpool (UK/England),United Kingdom"
5239,Saskatoon (Canada),SK,Canada,"Saskatoon (Canada),SK,Canada"
5240,Land O Lakes,FL,USA,"Land O Lakes,FL,USA"
5241,Lexington,NE,USA,"Lexington,NE,USA"
5242,Charlotte,NC,USA,"Charlotte,NC,USA"
5243,Myrtle beach,SC,USA,"Myrtle beach,SC,USA"
5244,Alton Hampshire (UK/England),,United Kingdom,"Alton Hampshire (UK/England),United Kingdom"
5245,Sundance Resort,UT,USA,"Sundance Resort,UT,USA"
5246,North Myrtle Beach,SC,USA,"North Myrtle Beach,SC,USA"
5247,Salt Lake City,UT,USA,"Salt Lake City,UT,USA"
5248,Lewiston,MI,USA,"Lewiston,MI,USA"
5249,Anza Borrego,CA,USA,"Anza Borrego,CA,USA"
5250,West Jordan/Midvale,UT,USA,"West Jordan/Midvale,UT,USA"
5251,Cherry Grove,SC,USA,"Cherry Grove,SC,USA"
5252,Salt Lake City,UT,USA,"Salt Lake City,UT,USA"
5253,Nephi,UT,USA,"Nephi,UT,USA"
5254,Spokane,WA,USA,"Spokane,WA,USA"
5255,Kailua,HI,USA,"Kailua,HI,USA"
5256,Greenbrae,CA,USA,"Greenbrae,CA,USA"
5257,Cushing,OK,USA,"Cushing,OK,USA"
5258,Omaha,NE,USA,"Omaha,NE,USA"
